ID,RER
Q55G91,0.074
Q55GU9,0.074
Q75JM8,0.074
Q7KWM9,0.074
Q86H98,0.074
Q8MN58,0.074
Q8T7K0,0.074
Q9NI62,0.074
P18160,0.075
P34045,0.075
P54671,0.075
Q03380,0.075
Q1ZXE6,0.075
Q54C77,0.075
Q54CK7,0.075
Q54CQ9,0.075
Q54EC1,0.075
Q54G78,0.075
Q54HV5,0.075
Q54JI5,0.075
Q54KL5,0.075
Q54M42,0.075
Q54NW4,0.075
Q54PB7,0.075
Q54PL8,0.075
Q54QA5,0.075
Q54QU5,0.075
Q54UA6,0.075
Q54UD1,0.075
Q54UI5,0.075
Q54W13,0.075
Q54Y47,0.075
Q54YL3,0.075
Q55BH6,0.075
Q55CB5,0.075
Q55DG8,0.075
Q55FS4,0.075
Q55G82,0.075
Q71A39,0.075
Q75JA2,0.075
Q75JF3,0.075
Q7KWX9,0.075
Q86IG6,0.075
Q8SSQ0,0.075
Q8WQ86,0.075
C7FZY1,0.076
Q54DS6,0.076
Q54DY7,0.076
Q54E86,0.076
Q54E95,0.076
Q54EP9,0.076
Q54ER9,0.076
Q54FS2,0.076
Q54IL6,0.076
Q54JB7,0.076
Q54JL1,0.076
Q54LT3,0.076
Q54QK0,0.076
Q54RK8,0.076
Q54WI1,0.076
Q54XB6,0.076
Q54YP2,0.076
Q54ZE4,0.076
Q555T2,0.076
Q556W8,0.076
Q55AW0,0.076
Q55B83,0.076
Q55BF5,0.076
Q55DH4,0.076
Q55EI2,0.076
Q55F60,0.076
Q55GV1,0.076
Q76P10,0.076
P36418,0.077
Q1ZXP1,0.077
Q54BW4,0.077
Q54C43,0.077
Q54DM4,0.077
Q54E85,0.077
Q54EF5,0.077
Q54HB4,0.077
Q54J04,0.077
Q54J12,0.077
Q54JZ9,0.077
Q54LG6,0.077
Q54M28,0.077
Q54N92,0.077
Q54N97,0.077
Q54NW7,0.077
Q54NZ9,0.077
Q54P76,0.077
Q54Q90,0.077
Q54SA5,0.077
Q54SJ5,0.077
Q54TB8,0.077
Q54VC3,0.077
Q54VM6,0.077
Q54VQ7,0.077
Q54XF8,0.077
Q54XN9,0.077
Q54Y34,0.077
Q54YF2,0.077
Q54Z23,0.077
Q551C0,0.077
Q555R1,0.077
Q558Z3,0.077
Q559F5,0.077
Q559R0,0.077
Q55GK8,0.077
Q70GP4,0.077
Q86JN1,0.077
Q86KX8,0.077
B0G145,0.078
O97101,0.078
P42527,0.078
P42529,0.078
P53766,0.078
Q1ZXF8,0.078
Q54C94,0.078
Q54F85,0.078
Q54H64,0.078
Q54IT5,0.078
Q54KV8,0.078
Q54M96,0.078
Q54MH6,0.078
Q54QT0,0.078
Q54QY2,0.078
Q54SY7,0.078
Q54UF6,0.078
Q54UN5,0.078
Q54US7,0.078
Q54VI1,0.078
Q54VX9,0.078
Q54XI9,0.078
Q54YG9,0.078
Q54Z28,0.078
Q558Z9,0.078
Q55AP6,0.078
Q55BL8,0.078
Q55EQ1,0.078
Q55ES3,0.078
Q55FL7,0.078
Q55FX4,0.078
Q55G75,0.078
Q869S5,0.078
Q86AG7,0.078
Q86IW9,0.078
Q8MMN1,0.078
A1XDC0,0.079
B0G0Z3,0.079
P0CE94,0.079
P54641,0.079
Q1ZXD6,0.079
Q54CK6,0.079
Q54G51,0.079
Q54GK9,0.079
Q54I95,0.079
Q54JG8,0.079
Q54KC7,0.079
Q54KK9,0.079
Q54KR2,0.079
Q54NJ9,0.079
Q54QG0,0.079
Q54QL8,0.079
Q54QQ7,0.079
Q54RC4,0.079
Q54T23,0.079
Q54VP0,0.079
Q54WT4,0.079
Q54XW6,0.079
Q54YA8,0.079
Q54YJ4,0.079
Q551Q1,0.079
Q552X0,0.079
Q559E8,0.079
Q55CK3,0.079
Q55D71,0.079
Q55FB8,0.079
Q75JF7,0.079
Q76P02,0.079
Q869X0,0.079
Q86HG9,0.079
Q8T2Q0,0.079
P22685,0.08
Q54B11,0.08
Q54BF3,0.08
Q54BY1,0.08
Q54C29,0.08
Q54G18,0.08
Q54GP3,0.08
Q54H21,0.08
Q54HT9,0.08
Q54IL1,0.08
Q54MM7,0.08
Q54NC6,0.08
Q54RN7,0.08
Q54SZ1,0.08
Q54VG1,0.08
Q54WF9,0.08
Q54X75,0.08
Q54Y00,0.08
Q54Y85,0.08
Q54YB4,0.08
Q552M5,0.08
Q555G2,0.08
Q557C5,0.08
Q55BR7,0.08
Q55BY0,0.08
Q55C10,0.08
Q55D97,0.08
Q55F35,0.08
Q55FJ5,0.08
Q6S003,0.08
Q75J93,0.08
Q76NU5,0.08
Q7KWT1,0.08
Q7KWW4,0.08
Q869T5,0.08
Q8I8U2,0.08
B0G107,0.081
P54673,0.081
Q54B63,0.081
Q54CV5,0.081
Q54DA3,0.081
Q54FL1,0.081
Q54G56,0.081
Q54IE1,0.081
Q54K66,0.081
Q54MN4,0.081
Q54MU8,0.081
Q54NM0,0.081
Q54QH2,0.081
Q54RA7,0.081
Q54RB2,0.081
Q54RJ5,0.081
Q54U66,0.081
Q54XX0,0.081
Q54YV5,0.081
Q551S9,0.081
Q553A3,0.081
Q553N3,0.081
Q55AL0,0.081
Q55BD9,0.081
Q55C24,0.081
Q55E49,0.081
Q55FM8,0.081
Q55GF2,0.081
Q55GV9,0.081
Q75JA1,0.081
Q7KWY0,0.081
Q869U4,0.081
Q869X3,0.081
Q86A72,0.081
Q86D86,0.081
Q8MP77,0.081
Q8T2A4,0.081
Q8T665,0.081
O00909,0.082
Q54C71,0.082
Q54CU5,0.082
Q54DI8,0.082
Q54KP3,0.082
Q54KZ7,0.082
Q54LA1,0.082
Q54PM6,0.082
Q54Q32,0.082
Q54RT3,0.082
Q54TZ3,0.082
Q54U58,0.082
Q54WV5,0.082
Q54WW0,0.082
Q54X82,0.082
Q54YQ8,0.082
Q54ZW0,0.082
Q553Q3,0.082
Q553X3,0.082
Q559P5,0.082
Q55C32,0.082
Q55CE4,0.082
Q55D07,0.082
Q55EJ1,0.082
Q55GN6,0.082
Q869T7,0.082
Q86C65,0.082
Q86KK0,0.082
Q1ZXE1,0.083
Q54DJ7,0.083
Q54DY3,0.083
Q54EF1,0.083
Q54G91,0.083
Q54H06,0.083
Q54H46,0.083
Q54IQ0,0.083
Q54J88,0.083
Q54K02,0.083
Q54KL0,0.083
Q54KM4,0.083
Q54LA6,0.083
Q54LI2,0.083
Q54LV0,0.083
Q54MR5,0.083
Q54NA0,0.083
Q54QX8,0.083
Q54R10,0.083
Q54S99,0.083
Q54SU2,0.083
Q54X62,0.083
Q54X63,0.083
Q54YQ4,0.083
Q556K7,0.083
Q55A66,0.083
Q55F97,0.083
Q55FX3,0.083
Q6B516,0.083
Q71A37,0.083
Q75JS0,0.083
Q86AC8,0.083
Q86HX9,0.083
Q86K32,0.083
Q86KG5,0.083
Q8IS20,0.083
Q8SSN9,0.083
P42524,0.084
Q54BF7,0.084
Q54D21,0.084
Q54DE4,0.084
Q54DY0,0.084
Q54FE2,0.084
Q54I64,0.084
Q54JZ4,0.084
Q54LI3,0.084
Q54LR1,0.084
Q54MB2,0.084
Q54MZ1,0.084
Q54N91,0.084
Q54PR7,0.084
Q54RZ2,0.084
Q54TB5,0.084
Q54TJ5,0.084
Q54UC2,0.084
Q54WE6,0.084
Q54XQ8,0.084
Q54YC2,0.084
Q551C3,0.084
Q552X2,0.084
Q552Z6,0.084
Q556G7,0.084
Q55B75,0.084
Q55D01,0.084
Q55D73,0.084
Q55DB9,0.084
Q55DH9,0.084
Q7KWS3,0.084
Q86IC0,0.084
Q86K63,0.084
B0G194,0.085
Q54CB3,0.085
Q54CQ8,0.085
Q54EK0,0.085
Q54ES7,0.085
Q54G90,0.085
Q54GE2,0.085
Q54I44,0.085
Q54KJ8,0.085
Q54KW6,0.085
Q54LN3,0.085
Q54LR9,0.085
Q54M02,0.085
Q54NW0,0.085
Q54Q05,0.085
Q54QC8,0.085
Q54RA4,0.085
Q54S28,0.085
Q54SJ9,0.085
Q54SL5,0.085
Q54T63,0.085
Q54TA0,0.085
Q54UJ4,0.085
Q54XV4,0.085
Q54Y92,0.085
Q54YS7,0.085
Q54ZB6,0.085
Q552P3,0.085
Q552U1,0.085
Q553D3,0.085
Q556Z3,0.085
Q557C9,0.085
Q559V4,0.085
Q55A55,0.085
Q55C30,0.085
Q55DM1,0.085
Q55EN7,0.085
Q55EX6,0.085
Q55EX9,0.085
Q55FG6,0.085
Q55G37,0.085
Q75JQ0,0.085
Q86B03,0.085
Q86HI9,0.085
Q86IY5,0.085
Q86J14,0.085
Q8MML7,0.085
B0G130,0.086
Q54BQ0,0.086
Q54BU4,0.086
Q54C13,0.086
Q54C79,0.086
Q54GH3,0.086
Q54IA2,0.086
Q54JC5,0.086
Q54JT7,0.086
Q54M20,0.086
Q54MY9,0.086
Q54N06,0.086
Q54PX3,0.086
Q54QB0,0.086
Q54QK7,0.086
Q54SZ2,0.086
Q54VD2,0.086
Q54WS9,0.086
Q54XM9,0.086
Q54YP3,0.086
Q556F5,0.086
Q556G4,0.086
Q55B06,0.086
Q55EZ5,0.086
Q55G68,0.086
Q869Z1,0.086
Q86A70,0.086
Q86A81,0.086
Q86AQ7,0.086
Q86HL0,0.086
Q86JG6,0.086
Q8SSP5,0.086
Q94481,0.086
P25870,0.087
Q54BB5,0.087
Q54BB7,0.087
Q54C01,0.087
Q54CZ7,0.087
Q54FS0,0.087
Q54I86,0.087
Q54IR9,0.087
Q54IX2,0.087
Q54JG4,0.087
Q54KE9,0.087
Q54KJ2,0.087
Q54LL9,0.087
Q54M39,0.087
Q54PQ7,0.087
Q54QR0,0.087
Q54RD2,0.087
Q54SL6,0.087
Q54TS4,0.087
Q54VB2,0.087
Q54W37,0.087
Q54WB8,0.087
Q54WR5,0.087
Q54X25,0.087
Q54XV1,0.087
Q551H5,0.087
Q552D1,0.087
Q553S3,0.087
Q555D2,0.087
Q557G3,0.087
Q557Y8,0.087
Q55AZ2,0.087
Q55BQ3,0.087
Q55CS3,0.087
Q55D96,0.087
Q55DC5,0.087
Q55FB5,0.087
Q55G27,0.087
Q55GC3,0.087
Q75JZ0,0.087
Q86IB5,0.087
Q8T2A6,0.087
Q54BY8,0.088
Q54CN7,0.088
Q54CR0,0.088
Q54F04,0.088
Q54GS1,0.088
Q54IU7,0.088
Q54JN3,0.088
Q54MI3,0.088
Q54MT1,0.088
Q54R64,0.088
Q54R67,0.088
Q54RV3,0.088
Q54TK8,0.088
Q54U82,0.088
Q54V37,0.088
Q54V50,0.088
Q54VU4,0.088
Q54WH7,0.088
Q54WP7,0.088
Q54XF1,0.088
Q54Y18,0.088
Q559R1,0.088
Q55BN9,0.088
Q55C26,0.088
Q55CL6,0.088
Q55DZ3,0.088
Q55E74,0.088
Q55EA3,0.088
Q55F72,0.088
Q55FB1,0.088
Q76P09,0.088
Q76P24,0.088
Q7KWK7,0.088
Q869Q6,0.088
Q869R1,0.088
Q86K47,0.088
Q8T1D4,0.088
Q8T2G9,0.088
Q8T664,0.088
Q8T848,0.088
Q8T864,0.088
Q1ZXE9,0.089
Q54B09,0.089
Q54B24,0.089
Q54EG0,0.089
Q54FT8,0.089
Q54JS6,0.089
Q54KA7,0.089
Q54KX4,0.089
Q54LP8,0.089
Q54M12,0.089
Q54QQ9,0.089
Q54S40,0.089
Q54TZ4,0.089
Q54U53,0.089
Q54U85,0.089
Q54VS5,0.089
Q54W22,0.089
Q54WM1,0.089
Q54X08,0.089
Q551A3,0.089
Q551L6,0.089
Q553M5,0.089
Q556Q3,0.089
Q55BI0,0.089
Q55CP0,0.089
Q55ET2,0.089
Q55FJ6,0.089
Q55FP0,0.089
Q55FW7,0.089
Q55G51,0.089
Q55G81,0.089
Q86IX4,0.089
Q9GPF0,0.089
Q9XYS8,0.089
B0G148,0.09
P34103,0.09
Q1ZXI6,0.09
Q54BM5,0.09
Q54CZ1,0.09
Q54E04,0.09
Q54F53,0.09
Q54F88,0.09
Q54IM9,0.09
Q54JD0,0.09
Q54M79,0.09
Q54Q80,0.09
Q54T80,0.09
Q54UF5,0.09
Q54UI0,0.09
Q54W91,0.09
Q54W99,0.09
Q54XW9,0.09
Q54YC0,0.09
Q54YE5,0.09
Q54YZ7,0.09
Q54Z65,0.09
Q55AZ9,0.09
Q55DC2,0.09
Q55DP0,0.09
Q55GC1,0.09
Q86AG6,0.09
Q86IG2,0.09
Q86IW7,0.09
Q86L47,0.09
Q8T5Z7,0.09
Q8T6B8,0.09
Q95ZG5,0.09
B0G185,0.091
C7G084,0.091
P14196,0.091
Q54E42,0.091
Q54G94,0.091
Q54HR5,0.091
Q54KA3,0.091
Q54LQ7,0.091
Q54LX9,0.091
Q54MA1,0.091
Q54NY6,0.091
Q54QG3,0.091
Q54QM4,0.091
Q54ST8,0.091
Q54TF1,0.091
Q54U63,0.091
Q54VR9,0.091
Q54W09,0.091
Q551H6,0.091
Q554E7,0.091
Q554L0,0.091
Q557H7,0.091
Q55C84,0.091
Q55DD5,0.091
Q55F23,0.091
Q76NU1,0.091
Q7KWY5,0.091
Q86H82,0.091
Q86KB1,0.091
Q95YL5,0.091
B0G163,0.092
O96042,0.092
Q54FZ8,0.092
Q54G72,0.092
Q54H09,0.092
Q54I36,0.092
Q54I89,0.092
Q54JI9,0.092
Q54KU1,0.092
Q54L34,0.092
Q54NW5,0.092
Q54P47,0.092
Q54P74,0.092
Q54R52,0.092
Q54S15,0.092
Q54T51,0.092
Q54UG2,0.092
Q54VK4,0.092
Q54Y55,0.092
Q54ZD6,0.092
Q550P1,0.092
Q551D7,0.092
Q553Q2,0.092
Q55CY1,0.092
Q55E08,0.092
Q55E77,0.092
Q6XHA7,0.092
Q7YTA6,0.092
Q869U6,0.092
Q86AF7,0.092
Q9TVK6,0.092
Q54C96,0.093
Q54CG6,0.093
Q54ER4,0.093
Q54GQ5,0.093
Q54GW4,0.093
Q54H31,0.093
Q54IS4,0.093
Q54JS2,0.093
Q54L18,0.093
Q54LB2,0.093
Q54LG9,0.093
Q54PQ5,0.093
Q54QM1,0.093
Q54R53,0.093
Q54TE8,0.093
Q54ZR7,0.093
Q553T2,0.093
Q553T9,0.093
Q556S0,0.093
Q556V2,0.093
Q55AD9,0.093
Q55BM5,0.093
Q55C58,0.093
Q55CA6,0.093
Q55EQ4,0.093
Q55FY1,0.093
Q6S004,0.093
Q75JG4,0.093
B0G190,0.094
C7G070,0.094
Q54BK4,0.094
Q54BP8,0.094
Q54C37,0.094
Q54C56,0.094
Q54D97,0.094
Q54IW7,0.094
Q54JQ1,0.094
Q54JQ7,0.094
Q54JQ8,0.094
Q54LK3,0.094
Q54NF9,0.094
Q54Q45,0.094
Q54S20,0.094
Q54S94,0.094
Q54W15,0.094
Q54W20,0.094
Q54XY1,0.094
Q551Y5,0.094
Q553F3,0.094
Q55BY3,0.094
Q55DK5,0.094
Q55G62,0.094
Q55GN9,0.094
Q86A16,0.094
Q86IW3,0.094
B0G188,0.095
C7FZW3,0.095
C7G038,0.095
Q54BH7,0.095
Q54C75,0.095
Q54DD4,0.095
Q54DQ7,0.095
Q54EQ8,0.095
Q54FV9,0.095
Q54K96,0.095
Q54KD1,0.095
Q54MJ8,0.095
Q54QF4,0.095
Q54QQ8,0.095
Q54VB1,0.095
Q54WV3,0.095
Q556V6,0.095
Q55CU8,0.095
Q55DW9,0.095
Q55FW9,0.095
Q869R9,0.095
P34137,0.096
Q1ZXF9,0.096
Q54BN2,0.096
Q54EU0,0.096
Q54FT0,0.096
Q54GH9,0.096
Q54GZ3,0.096
Q54HP6,0.096
Q54JA7,0.096
Q54NY9,0.096
Q54PK4,0.096
Q54Q96,0.096
Q54RR9,0.096
Q54RV1,0.096
Q54TY0,0.096
Q54U78,0.096
Q54UM2,0.096
Q54VX5,0.096
Q54WG6,0.096
Q54XL4,0.096
Q551M4,0.096
Q551P7,0.096
Q552M1,0.096
Q556Z4,0.096
Q55AA8,0.096
Q55DA7,0.096
Q55E09,0.096
Q55EB9,0.096
Q55G61,0.096
Q55GG4,0.096
Q55GR7,0.096
Q6TMJ9,0.096
Q6XHA6,0.096
Q86JM4,0.096
Q86KX6,0.096
Q8T674,0.096
C7G001,0.097
P54676,0.097
Q54DI9,0.097
Q54DW4,0.097
Q54EY0,0.097
Q54IX4,0.097
Q54MU0,0.097
Q54PI9,0.097
Q54R83,0.097
Q54SU5,0.097
Q54U64,0.097
Q54UG7,0.097
Q54VV7,0.097
Q54XC9,0.097
Q54Y08,0.097
Q54YP4,0.097
Q552P4,0.097
Q556Z1,0.097
Q557E1,0.097
Q55C73,0.097
Q55FG3,0.097
Q86B14,0.097
Q1ZXN6,0.098
Q54BN3,0.098
Q54DL7,0.098
Q54F05,0.098
Q54F12,0.098
Q54GD5,0.098
Q54H52,0.098
Q54HT1,0.098
Q54JP7,0.098
Q54MR2,0.098
Q54PG8,0.098
Q54Q92,0.098
Q54RM3,0.098
Q54ST0,0.098
Q54TW2,0.098
Q54V71,0.098
Q54X40,0.098
Q54XJ7,0.098
Q54XK1,0.098
Q54Y42,0.098
Q54YA4,0.098
Q54YG4,0.098
Q55BX2,0.098
Q55CA3,0.098
Q55DW5,0.098
Q55EN0,0.098
Q76NU4,0.098
Q8T6J0,0.098
Q9NGQ2,0.098
Q1ZXE5,0.099
Q54BM7,0.099
Q54CZ8,0.099
Q54D83,0.099
Q54DL2,0.099
Q54EK8,0.099
Q54G76,0.099
Q54H84,0.099
Q54IX0,0.099
Q54MY7,0.099
Q54PN5,0.099
Q54SA1,0.099
Q54VJ0,0.099
Q551N7,0.099
Q551Q4,0.099
Q556N8,0.099
Q55CP7,0.099
Q55E02,0.099
Q55E62,0.099
Q55EZ8,0.099
Q55GV6,0.099
Q75JC9,0.099
B0G104,0.1
P34044,0.1
Q1ZXB3,0.1
Q1ZXL0,0.1
Q54BD0,0.1
Q54DA4,0.1
Q54ED9,0.1
Q54F48,0.1
Q54FG3,0.1
Q54G40,0.1
Q54L24,0.1
Q54MK3,0.1
Q54QE8,0.1
Q54QV0,0.1
Q54U17,0.1
Q54VA6,0.1
Q54VF1,0.1
Q54WZ1,0.1
Q54YH2,0.1
Q557D0,0.1
Q55BZ2,0.1
Q55EN3,0.1
Q55EQ8,0.1
Q55ER4,0.1
Q55F41,0.1
Q55FK8,0.1
Q55FL4,0.1
Q869W0,0.1
Q86JM2,0.1
Q8ST25,0.1
Q8T1E6,0.1
Q1ZXF2,0.101
Q54CK3,0.101
Q54D57,0.101
Q54E54,0.101
Q54EB5,0.101
Q54F19,0.101
Q54G10,0.101
Q54KZ4,0.101
Q54LT8,0.101
Q54QA0,0.101
Q54RR3,0.101
Q54T06,0.101
Q54WQ3,0.101
Q553E3,0.101
Q557M8,0.101
Q55DL6,0.101
Q55GJ8,0.101
Q86AC9,0.101
Q86I22,0.101
Q8MML5,0.101
B0G127,0.102
B0G165,0.102
Q54BF1,0.102
Q54CH4,0.102
Q54FC3,0.102
Q54GX5,0.102
Q54IX9,0.102
Q54IY3,0.102
Q54L54,0.102
Q54MH4,0.102
Q54P06,0.102
Q54P13,0.102
Q54P22,0.102
Q54RH5,0.102
Q54T92,0.102
Q54UV3,0.102
Q550Q4,0.102
Q550W0,0.102
Q553Z7,0.102
Q555I0,0.102
Q555X5,0.102
Q559A0,0.102
Q55BP1,0.102
Q55CE6,0.102
Q55F11,0.102
Q55FF7,0.102
Q55FM4,0.102
Q75JK8,0.102
Q76P07,0.102
P34116,0.103
Q54AX6,0.103
Q54B74,0.103
Q54BR4,0.103
Q54D26,0.103
Q54F55,0.103
Q54HI5,0.103
Q54I59,0.103
Q54IY5,0.103
Q54J33,0.103
Q54K16,0.103
Q54KS1,0.103
Q54LP1,0.103
Q54MD4,0.103
Q54NU8,0.103
Q54QG1,0.103
Q54RS9,0.103
Q54T12,0.103
Q54TZ1,0.103
Q54Y02,0.103
Q54Z52,0.103
Q550I8,0.103
Q554X7,0.103
Q55EA1,0.103
Q55EC3,0.103
Q867T7,0.103
Q869V1,0.103
Q86HR7,0.103
Q86IU8,0.103
Q54BE9,0.104
Q54BT0,0.104
Q54DT6,0.104
Q54H60,0.104
Q54M35,0.104
Q54NK9,0.104
Q54NS2,0.104
Q54PM1,0.104
Q54Q77,0.104
Q54Q87,0.104
Q54QK8,0.104
Q54RU1,0.104
Q54RW8,0.104
Q54S09,0.104
Q54SR6,0.104
Q54ST5,0.104
Q54TE0,0.104
Q54U48,0.104
Q54V78,0.104
Q54VW1,0.104
Q54X77,0.104
Q54XA7,0.104
Q556M2,0.104
Q55AQ8,0.104
Q55D52,0.104
Q55E58,0.104
Q55FE8,0.104
Q869R8,0.104
Q86I35,0.104
P54678,0.105
Q54B49,0.105
Q54CH3,0.105
Q54CJ2,0.105
Q54DG4,0.105
Q54F66,0.105
Q54H83,0.105
Q54I33,0.105
Q54LH5,0.105
Q54LT4,0.105
Q54N27,0.105
Q54NB8,0.105
Q54QQ1,0.105
Q54T36,0.105
Q54U59,0.105
Q54W60,0.105
Q54Y51,0.105
Q54ZN2,0.105
Q550A6,0.105
Q556Y8,0.105
Q55A63,0.105
Q55EY9,0.105
Q76P38,0.105
Q86L39,0.105
P03967,0.106
P0CD65,0.106
Q54CW8,0.106
Q54HX6,0.106
Q54LR8,0.106
Q54LY8,0.106
Q54MA8,0.106
Q54ST4,0.106
Q54TC9,0.106
Q54XU3,0.106
Q54YB5,0.106
Q55BP4,0.106
Q55C66,0.106
Q55C68,0.106
Q55EP9,0.106
Q55FM0,0.106
Q55G18,0.106
P54672,0.107
Q1ZXF4,0.107
Q54BK8,0.107
Q54CS9,0.107
Q54DC8,0.107
Q54EF8,0.107
Q54F73,0.107
Q54FN8,0.107
Q54JF7,0.107
Q54JM8,0.107
Q54KD6,0.107
Q54KM1,0.107
Q54L51,0.107
Q54NX1,0.107
Q54TM2,0.107
Q54UN7,0.107
Q54VM1,0.107
Q54VX2,0.107
Q54YF4,0.107
Q550D3,0.107
Q550E1,0.107
Q553W5,0.107
Q555X4,0.107
Q55GY0,0.107
Q7KWU5,0.107
Q86G47,0.107
Q86IX1,0.107
Q86JJ7,0.107
Q54EF6,0.108
Q54FA7,0.108
Q54FW7,0.108
Q54HL8,0.108
Q54NG7,0.108
Q54Q40,0.108
Q54Q43,0.108
Q54UG5,0.108
Q54XP5,0.108
Q54YL1,0.108
Q555A4,0.108
Q557I6,0.108
Q559P7,0.108
Q559T8,0.108
Q55BL9,0.108
Q55E61,0.108
Q76NW2,0.108
Q86B11,0.108
Q8SSU4,0.108
Q8T2T8,0.108
C7G071,0.109
Q54HM9,0.109
Q54I00,0.109
Q54I34,0.109
Q54JA6,0.109
Q54LE5,0.109
Q54NB9,0.109
Q54NL2,0.109
Q54PK0,0.109
Q54S33,0.109
Q54T85,0.109
Q54VV5,0.109
Q553T5,0.109
Q556F0,0.109
Q55CR8,0.109
Q55D59,0.109
Q55EK5,0.109
Q86HP1,0.109
Q86KI1,0.109
B0M0P8,0.11
P0CD62,0.11
Q1ZXL1,0.11
Q54BQ4,0.11
Q54CI4,0.11
Q54FT4,0.11
Q54H05,0.11
Q54H39,0.11
Q54HL2,0.11
Q54KQ4,0.11
Q54M77,0.11
Q54MT3,0.11
Q54NU5,0.11
Q54PF0,0.11
Q54PG2,0.11
Q54WX4,0.11
Q54XR5,0.11
Q54Y01,0.11
Q54YS8,0.11
Q552C6,0.11
Q555C0,0.11
Q556Q8,0.11
Q55A08,0.11
Q55BC0,0.11
Q55BE0,0.11
Q55CH0,0.11
Q55CH3,0.11
Q55DE3,0.11
Q55E33,0.11
Q55G03,0.11
Q75JC0,0.11
Q86IV3,0.11
Q54BL5,0.111
Q54C11,0.111
Q54CY9,0.111
Q54EH2,0.111
Q54JH4,0.111
Q54JI4,0.111
Q54K24,0.111
Q54LJ0,0.111
Q54PG3,0.111
Q54R92,0.111
Q54TA1,0.111
Q54W41,0.111
Q54ZW8,0.111
Q552Z0,0.111
Q557K2,0.111
Q55CX3,0.111
Q55EK7,0.111
Q75J91,0.111
Q86HN1,0.111
Q54C87,0.112
Q54EL3,0.112
Q54FW4,0.112
Q54G81,0.112
Q54GD2,0.112
Q54GV7,0.112
Q54IU1,0.112
Q54LE6,0.112
Q54N76,0.112
Q54PB6,0.112
Q54PH5,0.112
Q54PR0,0.112
Q54R63,0.112
Q54R70,0.112
Q54TL4,0.112
Q54X94,0.112
Q54YB3,0.112
Q54YC9,0.112
Q54ZP5,0.112
Q55CM6,0.112
Q55EI8,0.112
Q55FX5,0.112
Q75JF9,0.112
Q86H47,0.112
Q86HW6,0.112
C7FZX3,0.113
Q54BC9,0.113
Q54DM3,0.113
Q54DV1,0.113
Q54EB6,0.113
Q54JK9,0.113
Q54JY7,0.113
Q54MG4,0.113
Q54PD2,0.113
Q54Q44,0.113
Q54Q64,0.113
Q54QV2,0.113
Q54ST3,0.113
Q54VE7,0.113
Q54VP5,0.113
Q54W77,0.113
Q55DB0,0.113
Q6XHB2,0.113
Q86IZ9,0.113
Q8T9S7,0.113
P34144,0.114
Q54BH2,0.114
Q54CV6,0.114
Q54DU9,0.114
Q54G22,0.114
Q54HA8,0.114
Q54I43,0.114
Q54I70,0.114
Q54IK8,0.114
Q54KC8,0.114
Q54MP8,0.114
Q54R73,0.114
Q54SX1,0.114
Q54UP3,0.114
Q54W82,0.114
Q54XH9,0.114
Q54Y63,0.114
Q55AI4,0.114
Q55CJ0,0.114
Q55D61,0.114
Q55DJ9,0.114
Q55GM5,0.114
Q86JF2,0.114
Q94494,0.114
C7G036,0.115
C7G050,0.115
O15706,0.115
O15757,0.115
P26355,0.115
Q1ZXH6,0.115
Q54BT5,0.115
Q54EH7,0.115
Q54GN1,0.115
Q54H18,0.115
Q54IJ8,0.115
Q54IW6,0.115
Q54J83,0.115
Q54RS1,0.115
Q54SR9,0.115
Q54T77,0.115
Q54WC8,0.115
Q551L0,0.115
Q554Y4,0.115
Q556V5,0.115
Q55AB6,0.115
Q55BP5,0.115
Q55CP1,0.115
Q55DP1,0.115
Q55DR7,0.115
Q55DU4,0.115
Q55EM6,0.115
Q75JF8,0.115
Q86HT1,0.115
Q86HX1,0.115
B0G151,0.116
Q54DK4,0.116
Q54FF3,0.116
Q54G64,0.116
Q54H02,0.116
Q54H62,0.116
Q54HA0,0.116
Q54HR1,0.116
Q54NE7,0.116
Q54P26,0.116
Q54P81,0.116
Q54PJ4,0.116
Q54WL5,0.116
Q54XQ7,0.116
Q558V8,0.116
Q55CI0,0.116
Q55CV5,0.116
Q55EJ3,0.116
Q75JL4,0.116
C7G028,0.117
Q54BJ3,0.117
Q54E21,0.117
Q54GB3,0.117
Q54H43,0.117
Q54JF1,0.117
Q54JX5,0.117
Q54QE6,0.117
Q54W19,0.117
Q54X99,0.117
Q54Y43,0.117
Q55CB6,0.117
Q6UUW6,0.117
Q75JV7,0.117
Q8T6H3,0.117
P34100,0.118
Q54CP1,0.118
Q54D01,0.118
Q54GS8,0.118
Q54IJ1,0.118
Q54IL5,0.118
Q54IU6,0.118
Q54K94,0.118
Q54LI4,0.118
Q54N42,0.118
Q54PB3,0.118
Q54QB4,0.118
Q54QS0,0.118
Q54QV3,0.118
Q54S38,0.118
Q54T42,0.118
Q54U80,0.118
Q54WP4,0.118
Q54YW3,0.118
Q54ZD5,0.118
Q550L4,0.118
Q555M8,0.118
Q55BE4,0.118
Q55DJ8,0.118
Q55EM9,0.118
Q8T6H8,0.118
Q9NIV0,0.118
Q54B48,0.119
Q54EG7,0.119
Q54EN2,0.119
Q54H51,0.119
Q54IF9,0.119
Q54IU8,0.119
Q54JJ8,0.119
Q54QW5,0.119
Q54VR7,0.119
Q54VT8,0.119
Q54ZI5,0.119
Q551V5,0.119
Q55EK4,0.119
Q5V9E9,0.119
Q86JN4,0.119
Q86K84,0.119
